mass production,/mæs prəˈdʌkʃən/,sản xuất hàng loạt,phrase,Mass production lowers costs. (Sản xuất hàng loạt giảm chi phí.),Chủ đề: Tiêu dùng
online shopping trend,/ˈɒnlaɪn ˈʃɒpɪŋ trend/,xu hướng mua sắm trực tuyến,phrase,The online shopping trend is growing rapidly. (Xu hướng mua sắm trực tuyến đang phát triển nhanh chóng.),Chủ đề: Tiêu dùng
out of stock,/aʊt əv stɒk/,hết hàng,phrase,"Sorry, that item is out of stock. (Xin lỗi, mặt hàng đó hết hàng.)",Chủ đề: Tiêu dùng
overpriced items,/ˌəʊvə(r)ˈpraɪst ˈaɪtəmz/,mặt hàng bị bán với giá quá cao,phrase,These are overpriced items for their quality. (Đây là những mặt hàng bị bán giá quá cao so với chất lượng.),Chủ đề: Tiêu dùng
price match guarantee,/praɪs mætʃ ˌɡærənˈtiː/,cam kết khớp giá,phrase,Enjoy price match guarantee. (Thưởng thức cam kết khớp giá.),Chủ đề: Tiêu dùng
price range,/praɪs reɪndʒ/,khoảng giá,phrase,Our products are in a wide price range. (Sản phẩm của chúng tôi có mức giá dao động rộng.),Chủ đề: Tiêu dùng
price tag,/praɪs tæɡ/,nhãn giá,phrase,Check the price tag before buying. (Kiểm tra nhãn giá trước khi mua.),Chủ đề: Tiêu dùng
product review,/ˈprɒdʌkt rɪˈvjuː/,đánh giá sản phẩm,phrase,Read product reviews before purchasing. (Đọc đánh giá sản phẩm trước khi mua.),Chủ đề: Tiêu dùng
product warranty,/ˈprɒdʌkt ˈwɒrənti/,bảo hành sản phẩm,phrase,The product warranty lasts for one year. (Thời gian bảo hành sản phẩm là một năm.),Chủ đề: Tiêu dùng
return policy,/rɪˈtɜːn ˈpɒləsi/,chính sách hoàn trả,phrase,Check the return policy before buying. (Kiểm tra chính sách hoàn trả trước khi mua.),Chủ đề: Tiêu dùng
seasonal discount,/ˈsiːzənəl ˈdɪskaʊnt/,giảm giá theo mùa,phrase,Take advantage of seasonal discounts. (Tận dụng giảm giá theo mùa.),Chủ đề: Tiêu dùng
secure checkout,/sɪˈkjʊə(r) ˈtʃekaʊt/,thanh toán an toàn,phrase,Ensure your transaction is in secure checkout. (Đảm bảo giao dịch của bạn trong quy trình thanh toán an toàn.),Chủ đề: Tiêu dùng
shop around for the best deal,/ʃɒp əˈraʊnd fɔː(r) ðə bɛst diːl/,so sánh giá để có ưu đãi tốt nhất,phrase,Always shop around for the best deal. (Luôn so sánh giá để có ưu đãi tốt nhất.),Chủ đề: Tiêu dùng
throwaway culture,/ˈθrəʊəweɪ ˈkʌltʃə(r)/,văn hóa tiêu dùng rồi vứt bỏ,phrase,Throwaway culture contributes to environmental issues. (Văn hóa tiêu dùng rồi vứt bỏ góp phần vào các vấn đề môi trường.),Chủ đề: Tiêu dùng
try to resist temptation,/traɪ tə rɪˈzɪst tempˈteɪʃən/,cố gắng cưỡng lại sự cám dỗ,phrase,It's hard to try to resist temptation during sales. (Thật khó để cố gắng cưỡng lại sự cám dỗ trong mùa giảm giá.),Chủ đề: Tiêu dùng
window shopping,/ˈwɪndəʊ ˈʃɒpɪŋ/,ngắm đồ mà không mua,phrase,She enjoyed window shopping on weekends. (Cô ấy thích ngắm đồ mà không mua vào cuối tuần.),Chủ đề: Tiêu dùng
loyalty program,/ˈlɔɪəlti ˈprəʊɡræm/,chương trình khách hàng thân thiết,phrase,Join the loyalty program for discounts. (Tham gia chương trình khách hàng thân thiết để nhận giảm giá.),Chủ đề: Tiêu dùng
ai adoption strategy,/ˌeɪˈaɪ əˈdɒpʃən ˈstrætədʒi/,Chiến lược áp dụng AI,phrase,The company developed an AI adoption strategy. (Công ty đã phát triển chiến lược áp dụng AI.),Chủ đề: Trí tuệ nhân tạo
ai-based recommendations,/ˌeɪˈaɪ beɪst ˌrɛkəmenˈdeɪʃənz/,Gợi ý dựa trên AI,phrase,The system provides AI-based recommendations. (Hệ thống cung cấp gợi ý dựa trên AI.),Chủ đề: Trí tuệ nhân tạo
ai-driven analytics,/ˌeɪˈaɪ ˈdrɪvən əˈnælɪtɪks/,Phân tích dữ liệu dựa trên AI,phrase,They use AI-driven analytics for better insights. (Họ sử dụng phân tích dựa trên AI để có được cái nhìn sâu sắc hơn.),Chủ đề: Trí tuệ nhân tạo
ai-driven tools,/ˌeɪˈaɪ ˈdrɪvən tuːlz/,Công cụ AI hỗ trợ,phrase,The team developed AI-driven tools to automate tasks. (Nhóm đã phát triển các công cụ hỗ trợ AI để tự động hóa công việc.),Chủ đề: Trí tuệ nhân tạo
ai-enabled systems,/ˌeɪˈaɪ ɪˈneɪbld ˈsɪstəmz/,Hệ thống được hỗ trợ bởi AI,phrase,The new AI-enabled systems improve efficiency. (Các hệ thống được hỗ trợ bởi AI mới này nâng cao hiệu quả.),Chủ đề: Trí tuệ nhân tạo
ai ethics guidelines,/ˌeɪˈaɪ ˈɛθɪks ˈɡaɪdlaɪnz/,Nguyên tắc đạo đức AI,phrase,They follow AI ethics guidelines strictly. (Họ tuân thủ nguyên tắc đạo đức AI một cách nghiêm ngặt.),Chủ đề: Trí tuệ nhân tạo
ai optimization,/ˌeɪˈaɪ ˌɒptɪmaɪˈzeɪʃən/,Tối ưu hóa bằng AI,phrase,AI optimization enhances performance. (Tối ưu hóa bằng AI nâng cao hiệu suất.),Chủ đề: Trí tuệ nhân tạo
ai-powered system,/ˌeɪˈaɪ ˈpaʊəd ˈsɪstəm/,Hệ thống AI hỗ trợ,phrase,The AI-powered system automates processes. (Hệ thống hỗ trợ AI tự động hóa các quy trình.),Chủ đề: Trí tuệ nhân tạo
ai-powered tools,/ˌeɪˈaɪ ˈpaʊəd tuːlz/,Công cụ được hỗ trợ bởi AI,phrase,These AI-powered tools increase productivity. (Những công cụ hỗ trợ AI này tăng năng suất.),Chủ đề: Trí tuệ nhân tạo
ai training data,/ˌeɪˈaɪ ˈtreɪnɪŋ ˈdeɪtə/,Dữ liệu huấn luyện AI,phrase,High-quality AI training data improves accuracy. (Dữ liệu huấn luyện AI chất lượng cao cải thiện độ chính xác.),Chủ đề: Trí tuệ nhân tạo
autonomous ai agents,/ɔːˈtɒnəməs ˌeɪˌaɪ ˈeɪdʒənts/,Đại lý AI tự chủ,phrase,Autonomous AI agents can operate independently. (Các đại lý AI tự chủ có thể hoạt động độc lập.),Chủ đề: Trí tuệ nhân tạo
autonomous machines,/ɔːˈtɒnəməs məˈʃiːnz/,Máy móc tự hành,phrase,Autonomous machines reduce human workload. (Máy móc tự hành giảm tải công việc cho con người.),Chủ đề: Trí tuệ nhân tạo
cognitive ai,/ˈkɒɡnɪtɪv ˌeɪˌaɪ/,AI nhận thức,phrase,Cognitive AI mimics human thinking. (AI nhận thức mô phỏng suy nghĩ của con người.),Chủ đề: Trí tuệ nhân tạo
cognitive computing,/ˈkɒɡnɪtɪv kəmˈpjuːtɪŋ/,Điện toán nhận thức,phrase,Cognitive computing improves decision making. (Điện toán nhận thức nâng cao khả năng ra quyết định.),Chủ đề: Trí tuệ nhân tạo
computer vision,/kəmˈpjuːtə ˈvɪʒən/,Thị giác máy tính,phrase,Computer vision enables facial recognition. (Thị giác máy tính cho phép nhận dạng khuôn mặt.),Chủ đề: Trí tuệ nhân tạo
data privacy issues,/ˈdeɪtə ˈpraɪvəsi ˈɪʃuːz/,Vấn đề về quyền riêng tư dữ liệu,phrase,Data privacy issues are becoming more prominent. (Các vấn đề về quyền riêng tư dữ liệu ngày càng rõ ràng hơn.),Chủ đề: Trí tuệ nhân tạo
deep learning network,/diːp ˈlɜːnɪŋ ˈnɛtwɜːk/,Mạng học sâu,phrase,Deep learning networks are used in image recognition. (Mạng học sâu được sử dụng trong nhận diện hình ảnh.),Chủ đề: Trí tuệ nhân tạo
digital assistant,/ˈdɪdʒɪtl əˈsɪstənt/,Trợ lý số,phrase,Digital assistants like Siri and Alexa respond to user inquiries. (Các trợ lý số như Siri và Alexa phản hồi các yêu cầu của người dùng.),Chủ đề: Trí tuệ nhân tạo
emotion recognition,/ɪˈməʊʃən ˌrɛkəɡˈnɪʃən/,Nhận diện cảm xúc,phrase,Emotion recognition technology analyzes facial expressions. (Công nghệ nhận diện cảm xúc phân tích biểu cảm khuôn mặt.),Chủ đề: Trí tuệ nhân tạo
ethical concern,/ˈɛθɪkl kənˈsɜːn/,Mối lo ngại đạo đức,phrase,There are ethical concerns about AI bias. (Có những mối lo ngại đạo đức về định kiến AI.),Chủ đề: Trí tuệ nhân tạo
generate predictions,/ˈdʒenəreɪt prɪˈdɪkʃənz/,Tạo ra dự đoán,phrase,AI models generate predictions based on data. (Các mô hình AI tạo ra dự đoán dựa trên dữ liệu.),Chủ đề: Trí tuệ nhân tạo
human-ai collaboration,/ˌhjuːmən ˌeɪˌaɪ kəˌlæbəˈreɪʃən/,Hợp tác giữa con người và AI,phrase,Human-AI collaboration improves innovation. (Hợp tác giữa con người và AI nâng cao đổi mới.),Chủ đề: Trí tuệ nhân tạo
improve accuracy,/ɪmˈpruːv ˈækjʊrəsi/,Cải thiện độ chính xác,phrase,We need to improve accuracy in our measurements. (Chúng ta cần cải thiện độ chính xác trong các phép đo của mình.),Chủ đề: Trí tuệ nhân tạo
information security,/ˌɪnfəˈmeɪʃən sɪˈkjʊərəti/,An ninh thông tin,phrase,Organizations invest heavily in information security. (Các tổ chức đầu tư nhiều vào an ninh thông tin.),Chủ đề: Trí tuệ nhân tạo
job security threats,/dʒɒb sɪˈkjʊərəti θrɛts/,Mối đe dọa đến sự ổn định nghề nghiệp,phrase,Automation can lead to job security threats. (Tự động hóa có thể dẫn đến những mối đe dọa về sự ổn định nghề nghiệp.),Chủ đề: Trí tuệ nhân tạo
loss of human touch,/lɒs əv ˈhjuːmən tʌtʃ/,Mất đi sự tương tác con người,phrase,Excessive AI use might cause loss of human touch. (Sử dụng AI quá nhiều có thể gây mất đi sự tương tác con người.),Chủ đề: Trí tuệ nhân tạo
machine learning model,/məˈʃiːn ˈlɜːnɪŋ ˈmɒdəl/,Mô hình học máy,phrase,The machine learning model improves over time. (Mô hình học máy cải thiện theo thời gian.),Chủ đề: Trí tuệ nhân tạo
manipulate public opinion,/məˈnɪpjʊleɪt ˈpʌblɪk əˈpɪnjən/,Thao túng dư luận,phrase,They attempt to manipulate public opinion through media. (Họ cố gắng thao túng dư luận thông qua truyền thông.),Chủ đề: Trí tuệ nhân tạo
natural language processing,/ˈnætʃrəl ˈlæŋɡwɪdʒ ˈprəʊsɛsɪŋ/,Xử lý ngôn ngữ tự nhiên,phrase,Natural language processing enables voice assistants. (Xử lý ngôn ngữ tự nhiên cho phép trợ lý giọng nói hoạt động.),Chủ đề: Trí tuệ nhân tạo
predictive analytics,/prɪˈdɪktɪv əˈnælɪtɪks/,Phân tích dự đoán,phrase,Predictive analytics forecasts trends. (Phân tích dự đoán dự báo xu hướng.),Chủ đề: Trí tuệ nhân tạo
predictive model,/prɪˈdɪktɪv ˈmɒdəl/,Mô hình dự đoán,phrase,The predictive model analyzes data to forecast outcomes. (Mô hình dự đoán phân tích dữ liệu để dự báo kết quả.),Chủ đề: Trí tuệ nhân tạo
real-time analytics,/ˌrɪəl taɪm əˈnælɪtɪks/,Phân tích thời gian thực,phrase,Real-time analytics helps in quick decision making. (Phân tích thời gian thực giúp đưa ra quyết định nhanh chóng.),Chủ đề: Trí tuệ nhân tạo
reduces errors,/rɪˈdjuːs ˈɛrəz/,Giảm sai sót,phrase,Automation reduces errors in production. (Tự động hóa giảm sai sót trong sản xuất.),Chủ đề: Trí tuệ nhân tạo
robotics technology,/rəʊˈbɒtɪks tɛkˈnɒlədʒi/,Công nghệ robot,phrase,Robotics technology advances manufacturing. (Công nghệ robot phát triển trong sản xuất.),Chủ đề: Trí tuệ nhân tạo
simulate behaviors,/ˈsɪmjʊleɪt bɪˈheɪvjəz/,Mô phỏng hành vi,phrase,The program can simulate behaviors of humans. (Chương trình có thể mô phỏng hành vi của con người.),Chủ đề: Trí tuệ nhân tạo
speech recognition,/spiːʧ ˌrɛkəɡˈnɪʃən/,Nhận diện giọng nói,phrase,Speech recognition enables voice commands. (Nhận diện giọng nói cho phép ra lệnh bằng giọng nói.),Chủ đề: Trí tuệ nhân tạo
streamline operations,/ˈstriːmlaɪn ˌɒpəˈreɪʃənz/,Tinh gọn hoạt động,phrase,The new system streamlines operations. (Hệ thống mới tinh gọn hoạt động.),Chủ đề: Trí tuệ nhân tạo
supervised learning,/ˈsuːpə(r)vaɪzd ˈlɜːnɪŋ/,Học có giám sát,phrase,Supervised learning uses labeled data. (Học có giám sát sử dụng dữ liệu đã gắn nhãn.),Chủ đề: Trí tuệ nhân tạo
unsupervised learning,/ˌʌnˈsuːpə(r)vaɪzd ˈlɜːnɪŋ/,Học không giám sát,phrase,Unsupervised learning finds patterns in data. (Học không giám sát tìm các mẫu trong dữ liệu.),Chủ đề: Trí tuệ nhân tạo
voice recognition,/vɔɪs ˌrekəɡˈnɪʃən/,Nhận diện giọng nói,phrase,Voice recognition improves user experience. (Nhận diện giọng nói cải thiện trải nghiệm người dùng.),Chủ đề: Trí tuệ nhân tạo
wedding ceremony / /ˈserəməni/ /ˈwedɪŋ,,Lễ cưới,n,The wedding ceremony was held in a beautiful garden. (Lễ cưới được tổ chức trong một khu vườn đẹp),Chủ đề: Hôn nhân & Gia đình
tie the knot / /taɪ/ /ðə/ /nɒt,,Thành vợ chồng,v,They finally decided to tie the knot after 5 years. (Họ quyết định trở thành vợ chồng sau 5 năm),Chủ đề: Hôn nhân & Gia đình
lavish wedding / /ˈlævɪʃ/ /ˈwedɪŋ,,Tiệc cưới hoành tráng,n,They hosted a lavish wedding with hundreds of guests. (Họ tổ chức một tiệc cưới hoành tráng với hàng trăm khách),Chủ đề: Hôn nhân & Gia đình
new phase of one’s life / /njuː/ /feɪz/ /əv/ /wʌnz/ /laɪf,,Trang mới trong cuộc sống,n,Marriage marks a new phase of one’s life. (Hôn nhân đánh dấu một trang mới trong cuộc sống),Chủ đề: Hôn nhân & Gia đình
immediate family / /ɪˈmiːdiət/ /ˈfæməli,,Gia đình ruột thịt,n,Only immediate family members attended the meeting. (Chỉ có gia đình ruột thịt tham dự buổi gặp),Chủ đề: Hôn nhân & Gia đình
spouse,/spaʊs/,Vợ/chồng,n,He introduced his spouse to the guests. (Anh ấy giới thiệu vợ/chồng của mình với khách mời),Chủ đề: Hôn nhân & Gia đình
splash out on (st) / /splæʃ/ /aʊt/ /ɒn,,Tiêu xài hoang phí,v,They splashed out on a luxury honeymoon. (Họ chi tiền mạnh tay cho một kỳ trăng mật sang trọng),Chủ đề: Hôn nhân & Gia đình
big day / /bɪɡ/ /deɪ,,Ngày trọng đại,n,She was nervous on her big day. (Cô ấy rất hồi hộp trong ngày trọng đại),Chủ đề: Hôn nhân & Gia đình
lifelong commitment / /ˈlaɪflɒŋ/ /kəˈmɪtmənt,,Gắn bó trọn đời,n,Marriage is considered a lifelong commitment. (Hôn nhân được xem là sự gắn bó trọn đời),Chủ đề: Hôn nhân & Gia đình
arranged marriage / /əˈreɪndʒ/ /ˈmærɪdʒ,,Hôn nhân bị sắp đặt,n,Arranged marriages are common in some cultures. (Hôn nhân sắp đặt phổ biến ở một số nền văn hóa),Chủ đề: Hôn nhân & Gia đình
ups and downs of marriage / /ʌp/ /ənd/ /daʊnz/ /əv/ /ˈmærɪdʒ,,Những thăng trầm trong hôn nhân,n,They overcame the ups and downs of marriage together. (Họ cùng nhau vượt qua những thăng trầm trong hôn nhân),Chủ đề: Hôn nhân & Gia đình
split up / /splɪt/ /ʌp,,Ly hôn,v,They decided to split up after many arguments. (Họ quyết định ly hôn sau nhiều cuộc cãi vã),Chủ đề: Hôn nhân & Gia đình
close-knit family / /ˌkləʊs ˈnɪt/ /ˈfæməli,,Gia đình gắn kết,n,She grew up in a close-knit family. (Cô ấy lớn lên trong một gia đình gắn kết),Chủ đề: Hôn nhân & Gia đình
quality time / /ˈkwɒləti/ /taɪm,,Thời gian quý báu,n,Parents should spend quality time with their children. (Cha mẹ nên dành thời gian quý báu cho con cái),Chủ đề: Hôn nhân & Gia đình
crucial role / /ˈkruːʃl/ /rəʊl,,Vai trò đặc biệt quan trọng,n,Teachers play a crucial role in education. (Giáo viên đóng vai trò đặc biệt quan trọng trong giáo dục),Chủ đề: Hôn nhân & Gia đình
